model,MAE,RMSE,R2,SMAPE
RandomForest,2.5240620615015343,8.501990876191353,0.9696974277249948,143.1240686539307
LightGBM,2.5355719857541876,8.23413486980282,0.9715767209420445,143.8912915791871
Ridge,3.1008444551000593,9.77444327007094,0.9599481770857404,76.43590215585112
Poisson,4.753949559415598,17.81869543753942,0.8668963281645391,148.63486649773702
